ID,頭文字,品目名,小型家電回収対象,出し方,出し方のポイント
3363,ら,ライン引き,,粗大ごみ,
3364,ら,ラジエーター,,粗大ごみ,
3366,ら,ランドセルカバー,,燃やすごみ,
3367,ら,ラップカッター,,燃やすごみ,
3368,ら,ラップホルダー,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ。金属製のものは小さな金属類へ
3369,ら,ライブロック(アクアリウム用),,燃やすごみ,
3370,ら,ランジェリーケース(携行用),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
3371,り,リモコン,◎,燃やすごみ,電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
3372,り,リール,,小さな金属類,プラスチック製で分解してプラスチックのみになればプラスチック資源
3373,り,リュックサック,,燃やすごみ,
3374,り,リーフレット,,古紙(雑誌・その他の紙）,
3375,り,リクライニングチェアー,,粗大ごみ,
3376,り,旅行用変圧器,◎,燃やすごみ,
3377,り,リボン(布テープ),,燃やすごみ,
3378,り,リヤカー,,粗大ごみ,
3379,り,リストバンド(布製),,古布,洗濯して乾かしてから
3380,り,リード(楽器),,燃やすごみ,
3381,り,リード(ペット用),,燃やすごみ,
3382,り,リース(装飾輪),,燃やすごみ,
3383,り,リビングボード,,粗大ごみ,
3384,り,リサイクルカイロ,,燃やすごみ,
3385,り,リアキャリアボックス,,燃やすごみ,50cm以上のものは粗大ごみへ
3386,り,料理酒のペットボトル(ペットボトルマークがあるもの),,缶・びん・ペットボトル,
3387,り,料理酒のペットボトル(ペットボトルマークがないもの),,プラスチック資源,
3388,り,リコーダーケース,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
3389,り,リハビリパンツ,,燃やすごみ,
3390,り,リニアハンガー(金属製),,小さな金属類,30cm以上は粗大ごみへ
3391,り,リニアハンガー(プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ。50cm未満でプラスチックのみのものはプラスチック資源へ
3392,り,リーシュ,,燃やすごみ,
3393,る,ルーフキャリア,,粗大ごみ,
3394,る,ルアー,,燃やすごみ,金属製のものは小さな金属類へ
3395,る,ルーズリーフ,,古紙(雑誌・その他の紙）,
3396,る,ルーフボックス,,粗大ごみ,
3397,る,ルームミラー(車用),,燃えないごみ,プラスチックカバー部分が多い場合は燃やすごみへ
3398,る,ルアーケース,,プラスチック資源,50cm以上のものは粗大ごみへ。50cm未満で金属などのプラスチック以外の素材を含むものは燃やすごみへ
3399,れ,冷蔵庫,,家電リサイクル,出し方の詳細はリンクを参照ください 
3400,れ,冷凍庫,,家電リサイクル,出し方の詳細はリンクを参照ください 
3401,れ,レインコート・レインウェア,,古布,ゴム・ビニール製のものは燃やすごみへ
3402,れ,レース,,古布,洗濯して乾かしてから
3403,れ,レコード,,プラスチック資源,紙製のジャケットは古紙(雑誌・その他の紙)へ
3404,れ,レシート,,古紙(雑誌・その他の紙）,
3406,れ,レジャーシート,,燃やすごみ,リサイクル施設の故障原因になるため燃やすごみへ
3407,れ,レジャーシートの外包装(ビニール製),,プラスチック資源,
3408,れ,レトルトパック,,プラスチック資源,
3409,れ,レトルトパックなどの外箱(紙製),,古紙(雑誌・その他の紙）,油汚れのついていないものが対象。折りたたんで出す
3410,れ,レーザーディスクプレーヤー,,粗大ごみ,プラスチックのみで50cm未満のものはプラスチック資源へ。金属製で30cm未満のものは小さな金属類へ。
3411,れ,レンガ,,燃えないごみ,「廃棄します」「ごみです」等、明示する
3412,れ,レンジフード,,粗大ごみ,
3413,れ,レンジフードフィルター,,燃やすごみ,50cm以上のものは粗大ごみへ 金属製で30㎝未満のものは小さな金属類へ、30㎝以上のものは粗大ごみへ
3414,れ,レーザー脱毛器,◎,燃やすごみ,電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
3415,れ,レギュレーター(ダイビング用),,燃やすごみ,金属製のものは小さな金属類へ
3416,れ,レコードプレーヤー(金属製),,粗大ごみ,
3417,れ,レコードプレーヤー(金属製以外),,燃やすごみ,50cm以上のものは粗大ごみへ
3418,れ,レターケース(金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
3419,れ,レターケース(木製・プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ。50cm未満でプラスチックのみのものはプラスチック資源へ
3420,れ,レンジ台,,粗大ごみ,
3421,れ,レタートレイ(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
3422,れ,レタートレイ(プラスチック製),,プラスチック資源,
3423,れ,冷却ジェルシート,,燃やすごみ,
3424,れ,レコード針,,小さな金属類,プラスチック製カートリッジと一体化している場合は燃やすごみへ
3425,れ,レンゲ(陶器製),,燃えないごみ,プラスチックのみでできたものはプラスチック資源へ
3426,れ,レジン(樹脂),,プラスチック資源,
3427,れ,レーザポインタ,◎,燃やすごみ,"電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
金属製のものは小さな金属類へ。"
3428,れ,レインカバー,,燃やすごみ,
3429,れ,レジスター,,燃やすごみ,"50cm以上のものは粗大ごみへ、事業で排出するものは、事業系ごみ"
3430,れ,レオタード,,古布,
3431,れ,レーダー(探知機),,燃やすごみ,
3432,れ,レターオープナー(プラスチック製),,プラスチック資源,
3433,れ,レターオープナー(金属製),,小さな金属類,
3434,れ,レンズ(ガラス製),,燃えないごみ,プラスチックのみでできたものはプラスチック資源へ
3435,れ,レッグウォーマー,,古布,
3436,れ,連結ハンガー(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
3437,れ,連結ハンガー(プラスチック製),,プラスチック資源,50cm以上のものは粗大ごみへ。50cm未満で金属などのプラスチック以外の素材を含むものは燃やすごみへ
3438,れ,レコードジャケット,,古紙(雑誌・その他の紙）,
3439,れ,レンジロースター(陶器製),,燃えないごみ,
3440,れ,レトルトご飯の容器,,プラスチック資源,
3441,れ,レタースケール(金属製),,小さな金属類,
3442,れ,レタースケール(プラスチック製),,プラスチック資源,
3443,れ,レンジ容器(プラスチック製),,プラスチック資源,
3444,れ,レンジ容器(陶器製),,燃えないごみ,プラスチック製のふたや口の部分は、プラスチック資源へ
3445,れ,レーザーポインター(プラスチック製),◎,燃やすごみ,"電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
金属製のものは小さな金属類へ。"
3446,れ,レーザーポインター(金属製),◎,小さな金属類,"電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
金属製のものは小さな金属類へ。"
3447,ろ,ろうそく,,燃やすごみ,
3448,ろ,ロープ,,燃やすごみ,
3449,ろ,廊下敷き,,燃やすごみ,畳んで50cm以上のものは粗大ごみ
3450,ろ,ロースター,,粗大ごみ,30cm未満のものは小さな金属類へ
3451,ろ,録画機器,,粗大ごみ,プラスチック製で50㎝未満のものは燃やすごみへ。金属製で30㎝未満のものは小さな金属類へ 
3452,ろ,ロッカー,,粗大ごみ,
3453,ろ,蝋燭立て(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
3454,ろ,ロールカーテン,,粗大ごみ,
3455,ろ,濾過器(アクアリウム用),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
3456,ろ,ローションの容器,,プラスチック資源,ガラス製のものは燃えないごみへ
3457,ろ,ロボット掃除機(家庭用),,燃やすごみ,電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。収集車の火災の原因となるため、充電池付の掃除機は燃やすごみに入れないでください。
3458,ろ,ロックウール,,燃えないごみ,
3459,ろ,ロールシート,,燃やすごみ,
3460,ろ,ろくろ,,粗大ごみ,プラスチック製で50cm未満のものはプラスチック資源へ、金属製で30cm未満のものは小さな金属類へ
3461,ろ,ロール紙の芯,,古紙(雑誌・その他の紙）,事業で排出するものは、事業系ごみ
3462,ろ,蝋燭立て(石・ガラス・陶器製),,燃えないごみ,50cm以上のものは粗大ごみへ
3463,ろ,露出計,,燃やすごみ,"電池は抜く。
<br>
リチウムイオン電池類の出し方が令和7年12月1日から変わります。電池・充電池は電池類へ。"
3464,ろ,ローラー台(自転車用),,粗大ごみ,
3465,ろ,漏斗(プラスチック製),,プラスチック資源,
3466,ろ,漏斗(ガラス・陶器製),,燃えないごみ,
3467,ろ,漏斗(金属製),,小さな金属類,
3468,わ,ワープロ,,燃やすごみ,50cm以上のものは粗大ごみへ
3470,わ,Yシャツ,,古布,洗濯して乾かしてから
3471,わ,Yシャツの外包装、プラスチック製のクリップ、えりのキーパー,,プラスチック資源,
3472,わ,Yシャツの中台紙,,古紙(雑誌・その他の紙）,
3473,わ,輪ゴム,,燃やすごみ,
3474,わ,わさびの外箱(紙製),,古紙(雑誌・その他の紙）,折りたたんで
3475,わ,わさびのチューブ容器,,プラスチック資源,中身を使い切って。
3476,わ,和服,,古布,汚れ等を落としてから
3477,わ,割り箸,,燃やすごみ,袋は古紙(雑誌・その他の紙)へ
3478,わ,割り箸の袋(紙製),,古紙(雑誌・その他の紙）,油汚れのついたものは、燃やすごみへ
3479,わ,割り箸の袋(プラスチック製),,プラスチック資源,
3480,わ,ワイヤー,,小さな金属類,
3481,わ,綿(羽根)入りの衣類,,燃やすごみ,
3482,わ,ワッペン,,燃やすごみ,
3483,わ,われもの,,燃えないごみ,
3484,わ,ワイパー,,粗大ごみ,30cm未満のものは小さな金属類へ ゴム部分は燃やすごみへ
3485,わ,ワイヤーかご,,小さな金属類,30cm以上のものは粗大ごみへ
3486,わ,ワインクーラー(ワインセラー),,家電リサイクル,
3487,わ,ワインボトル,,缶・びん・ペットボトル,
3488,わ,脇机,,粗大ごみ,
3489,わ,和紙,,古紙(雑誌・その他の紙）,
3490,わ,ワイヤーロック,,小さな金属類,
3491,わ,わら半紙,,古紙(雑誌・その他の紙）,
3492,わ,ワインオープナー,,小さな金属類,プラスチック・木製のものは燃やすごみへ
3493,わ,ワークステーション(サーバー),,粗大ごみ,パソコンは「パソコンリサイクル」へ
3494,わ,ワイヤーパネル,,粗大ごみ,30cm未満のものは小さな金属類へ
